ele,label,lat,lon,ontology,type,typeDetail,id
,battery park city manhattan,40.7127,-74.0157,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/architecture.venue', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.neighborhood']",,1375
,Belize City (Belize),17.4995,-88.1976,http://data.nytimes.com/,,,1376
,Belize City,17.4833,-88.1833,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1377
,Milwaukee,43.0522,-87.9558,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1388
,Johannesburg (South Africa),-26.2,28.0833,http://data.nytimes.com/,,,1393
,johannesburg,-26.2,28.0667,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1394
,Sihanoukville,10.6093,103.53,http://sws.geonames.org/,"city, village,...",populated place,1403
,Antigua (Guatemala),14.5611,-90.7344,http://data.nytimes.com/,,,1408
,Indianapolis,39.7683,-86.1582,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1411
,Courchevel (France),45.4167,6.65,http://data.nytimes.com/,,,1412
,Huntington Beach (Calif),33.6603,-117.999,http://data.nytimes.com/,,,1414
,"Huntington Beach, California",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1415
,Cascais,38.6979,-9.42146,http://sws.geonames.org/,"city, village,...",populated place,1422
,Oklahoma City (Okla),35.4676,-97.5164,http://data.nytimes.com/,,,1429
,Frankfurt am Main,50.1167,8.68333,http://sws.geonames.org/,"city, village,...","['populated place', 'seat of a third-order administrative division']",1442
,Genoa (Italy),44.4063,8.93386,http://data.nytimes.com/,,,1449
,Liberia (Costa Rica),10.6333,-85.4333,http://data.nytimes.com/,,,1454
,Liberia,10.6333,-85.4333,http://sws.geonames.org/,"city, village,...",populated place,1455
,Ulyanovsk,54.3189,48.3858,http://sws.geonames.org/,"city, village,...",populated place,1465
,kent connecticut,41.7247,-73.4775,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1469
,Uppsala (Sweden),59.8585,17.6454,http://data.nytimes.com/,,,1470
,Uppsala,59.8585,17.6454,http://sws.geonames.org/,"city, village,...",,1471
,Durban (South Africa),-29.85,31.0167,http://data.nytimes.com/,,,1478
,durban,-29.8697,31.0236,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1479
,Cambridge (England),52.2,0.116667,http://data.nytimes.com/,,,1486
,Cambridge,52.2081,0.1225,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1487
,sag harbor,40.9978,-72.2931,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1500
,Grasse (France),43.6667,6.91667,http://data.nytimes.com/,,,1501
,Dusseldorf (Germany),51.2217,6.77616,http://data.nytimes.com/,,,1503
,Rome (Italy),41.9,12.4833,http://data.nytimes.com/,,,1516
,rome,41.9,12.5,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/location.it_comune', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,1517
,Sderot (Israel),31.5167,34.5833,http://data.nytimes.com/,,,1518
,Sderot,31.5167,34.5833,http://sws.geonames.org/,"city, village,...",populated place,1519
,Cologne (Germany),50.9333,6.95,http://data.nytimes.com/,,,1520
,Cologne,50.95,6.96667,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1521
,Mosul (Iraq),36.335,43.1189,http://data.nytimes.com/,,,1523
,Mosul,36.3667,43.1167,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1524
,Thessaloniki (Greece),40.6403,22.9439,http://data.nytimes.com/,,,1533
,Ocean City,39.2776,-74.5746,http://sws.geonames.org/,"city, village,...",populated place,1536
,Bangkok,13.75,100.517,http://sws.geonames.org/,"city, village,...",capital of a political entity,1540
,Rockland (Me),44.1037,-69.1089,http://data.nytimes.com/,,,1543
,rockland,44.1036,-69.1094,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1544
,Jersey City,40.7282,-74.0776,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",1553
,Chichen Itza (Mexico),20.6667,-88.5667,http://data.nytimes.com/,,,1567
,Cobble Hill (NYC),40.6875,-73.9981,http://data.nytimes.com/,,,1578
,Cobble Hill,40.6875,-73.9981,http://sws.geonames.org/,"city, village,...",populated place,1579
,"Laguna Beach, California",,,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1596
,Garment District (NYC),40.752,-73.9935,http://data.nytimes.com/,,,1609
,Bedford-Stuyvesant (NYC),40.6834,-73.9412,http://data.nytimes.com/,,,1633
,Cahors,44.4483,1.44139,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1644
,puerto viejo de sarapiqui,10.455556,-84.005556,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1648
,Southampton,50.897,-1.40416,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1649
,saas-fee,46.1097,7.92917,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1653
,Pyongyang,39.0194,125.738,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1656
,Vina del Mar (Chile),-33.0246,-71.5518,http://data.nytimes.com/,,,1665
,"Brooklyn Heights, Brooklyn",,,http://dbpedia.org/,,,1668
,Raleigh,35.7721,-78.6386,http://sws.geonames.org/,"city, village,...",,1672
,Saint Petersburg,59.95,30.3167,http://dbpedia.org/,"['http://dbpedia.org/ontology/AdministrativeRegion', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Region', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/PopulatedPlace']",,1678
,Klosterneuburg (Austria),48.3052,16.3252,http://data.nytimes.com/,,,1679
,Klosterneuburg,48.3052,16.3252,http://sws.geonames.org/,"city, village,...","['populated place', 'seat of a third-order administrative division']",1680
,San Diego (Calif),32.7153,-117.157,http://data.nytimes.com/,,,1688
,San Diego,32.7153,-117.157,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",1689
,La Rochelle (France),46.1667,-1.15,http://data.nytimes.com/,,,1690
,la rochelle,46.1667,-1.15,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1691
,Kinsale,51.7075,-8.53056,http://sws.geonames.org/,"city, village,...",populated place,1696
,Playa Zancudo,8.54405,-83.1467,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1706
,Szentendre (Hungary),47.6694,19.0756,http://data.nytimes.com/,,,1707
,Palm Springs (Calif),33.8303,-116.545,http://data.nytimes.com/,,,1719
,Cardiff (Wales),51.48,-3.18,http://data.nytimes.com/,,,1721
,cardiff,51.478,-3.1771,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.uk_statistical_location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.uk_principal_area', 'http://rdf.freebase.com/ns/location.statistical_region']",,1722
,Boquete (Panama),8.78333,-82.4333,http://data.nytimes.com/,,,1727
,Cork (Ireland),51.8986,-8.49583,http://data.nytimes.com/,,,1750
,portland maine,43.6614,-70.2558,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1757
,hot springs,34.5036,-93.055,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1762
,Puducherry,11.93,79.83,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1770
,Cirencester,51.7333,-1.98333,http://sws.geonames.org/,"city, village,...",populated place,1774
,Quebec City,46.8123,-71.2145,http://sws.geonames.org/,"city, village,...",,1791
,New Castle,39.6621,-75.5663,http://sws.geonames.org/,"city, village,...",populated place,1793
,Falmouth (Mass),41.5515,-70.6148,http://data.nytimes.com/,,,1810
,Irvington (NJ),40.7323,-74.2349,http://data.nytimes.com/,,,1814
,Irvington,40.7323,-74.2349,http://sws.geonames.org/,"city, village,...",populated place,1815
,Giverny (France),49.0667,1.53333,http://data.nytimes.com/,,,1816
,cobble hill brooklyn,40.688194,-73.995944,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.neighborhood']",,1832
,Stuttgart (Germany),48.7823,9.17702,http://data.nytimes.com/,,,1835
,Stuttgart,48.7823,9.17702,http://sws.geonames.org/,"city, village,...",,1836
,Millbrook (NY),41.7851,-73.694,http://data.nytimes.com/,,,1840
,"Millbrook, New York",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1841
,Ajman (United Arab Emirates),25.4111,55.435,http://data.nytimes.com/,,,1851
,Ajman,25.4167,55.5,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,1852
,Riga (Latvia),56.95,24.1,http://data.nytimes.com/,,,1857
,Riga,56.946,24.1059,http://sws.geonames.org/,"city, village,...",capital of a political entity,1858
,St Paul (Minn),44.9444,-93.0933,http://data.nytimes.com/,,,1859
,saugatuck,42.655,-86.2019,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,1871
,Pattaya (Thailand),12.9333,100.883,http://data.nytimes.com/,,,1872
,Merka (Somalia),1.71667,44.8833,http://data.nytimes.com/,,,1876
,Auxerre,47.8,3.56667,http://sws.geonames.org/,"city, village,...",seat of a second-order administrative division,1879
